"","city","city_ascii","province_id","province_name","lat","lng","population","density","overall_csi_index","overall_csi_rank","violent_csi_index","violent_csi_rank","nonviolent_csi_index","nonviolent_csi_rank"
"824","Hillsburg-Roblin-Shell River","Hillsburg-Roblin-Shell River","MB","Manitoba",51.3343,-101.2929,3214,1.9,NA,NA,NA,NA,NA,NA
"825","Port Hawkesbury","Port Hawkesbury","NS","Nova Scotia",45.6153,-61.3642,3214,396.6,NA,NA,NA,NA,NA,NA
"826","Three Hills","Three Hills","AB","Alberta",51.7072,-113.2647,3212,475.7,NA,NA,NA,NA,NA,NA
"827","Lorette","Lorette","MB","Manitoba",49.7414,-96.8761,3208,685,NA,NA,NA,NA,NA,NA
"828","Paspebiac","Paspebiac","QC","Quebec",48.0333,-65.25,3198,33.8,NA,NA,NA,NA,NA,NA
"829","Saint-Thomas","Saint-Thomas","QC","Quebec",46.0167,-73.35,3193,33.6,NA,NA,NA,NA,NA,NA
"830","Saint-Jean-Baptiste","Saint-Jean-Baptiste","QC","Quebec",45.5167,-73.1167,3191,44.3,NA,NA,NA,NA,NA,NA
"831","Portneuf","Portneuf","QC","Quebec",46.7,-71.8833,3187,29.1,27.24,306,35.05,277,24.37,308
"832","Pictou","Pictou","NS","Nova Scotia",45.6814,-62.7119,3186,397.6,NA,NA,NA,NA,NA,NA
"833","Tisdale","Tisdale","SK","Saskatchewan",52.85,-104.05,3180,491.5,NA,NA,NA,NA,NA,NA
"834","Lake of Bays","Lake of Bays","ON","Ontario",45.3043,-79.018,3167,4.7,NA,NA,NA,NA,NA,NA
"835","High Level","High Level","AB","Alberta",58.5169,-117.1361,3159,108.2,NA,NA,NA,NA,NA,NA
"836","Gibbons","Gibbons","AB","Alberta",53.8278,-113.3228,3159,421.3,NA,NA,NA,NA,NA,NA
"837","Bishops Falls","Bishops Falls","NL","Newfoundland and Labrador",49.0167,-55.5167,3156,112.2,NA,NA,NA,NA,NA,NA
"838","WestLake-Gladstone","WestLake-Gladstone","MB","Manitoba",50.2862,-98.8415,3154,1.7,NA,NA,NA,NA,NA,NA
"839","Normandin","Normandin","QC","Quebec",48.8333,-72.5333,3137,14.8,NA,NA,NA,NA,NA,NA
"840","Saint-Alphonse-Rodriguez","Saint-Alphonse-Rodriguez","QC","Quebec",46.1833,-73.7,3134,32,NA,NA,NA,NA,NA,NA
"841","Beauséjour","Beausejour","MB","Manitoba",50.0622,-96.5161,3126,584.4,NA,NA,NA,NA,NA,NA
"842","Dalhousie","Dalhousie","NB","New Brunswick",48.1,-66.6167,3126,205.3,NA,NA,NA,NA,NA,NA
"843","Saint-Alphonse-de-Granby","Saint-Alphonse-de-Granby","QC","Quebec",45.3333,-72.8167,3125,62.6,NA,NA,NA,NA,NA,NA
"844","Lac du Bonnet","Lac du Bonnet","MB","Manitoba",50.2577,-96.1209,3121,2.8,NA,NA,NA,NA,NA,NA
"845","Clermont","Clermont","QC","Quebec",47.6833,-70.2333,3118,62.8,NA,NA,NA,NA,NA,NA
"846","Virden","Virden","MB","Manitoba",49.8508,-100.9317,3114,370.2,NA,NA,NA,NA,NA,NA
"847","Compton","Compton","QC","Quebec",45.2333,-71.8167,3112,15.1,NA,NA,NA,NA,NA,NA
"848","White City","White City","SK","Saskatchewan",50.4353,-104.3572,3099,7.5,NA,NA,NA,NA,NA,NA
"849","Ellison","Ellison","BC","British Columbia",49.9646,-119.3178,3094,37.6,NA,NA,NA,NA,NA,NA
"850","Mont-Saint-Grégoire","Mont-Saint-Gregoire","QC","Quebec",45.3333,-73.1667,3086,38.8,NA,NA,NA,NA,NA,NA
"851","Wellington","Wellington","NB","New Brunswick",46.4768,-64.7478,3079,16.7,35.05,269,38.13,267,33.86,265
"852","Merrickville","Merrickville","ON","Ontario",44.8539,-75.8269,3067,14.3,NA,NA,NA,NA,NA,NA
"853","Saint-Liboire","Saint-Liboire","QC","Quebec",45.65,-72.7667,3051,41.9,NA,NA,NA,NA,NA,NA
"854","Dégelis","Degelis","QC","Quebec",47.55,-68.65,3051,5.5,NA,NA,NA,NA,NA,NA
"855","Morris","Morris","MB","Manitoba",49.3986,-97.4592,3047,2.9,NA,NA,NA,NA,NA,NA
"856","Saint-Alexis-des-Monts","Saint-Alexis-des-Monts","QC","Quebec",46.4667,-73.1333,3046,2.9,NA,NA,NA,NA,NA,NA
"857","Cap-Saint-Ignace","Cap-Saint-Ignace","QC","Quebec",47.0333,-70.4667,3045,14.6,NA,NA,NA,NA,NA,NA
"858","Saint-Anaclet-de-Lessard","Saint-Anaclet-de-Lessard","QC","Quebec",48.48,-68.42,3035,23.9,NA,NA,NA,NA,NA,NA
"859","Carman","Carman","MB","Manitoba",49.4992,-98.0008,3027,702.4,NA,NA,NA,NA,NA,NA
"860","Athens","Athens","ON","Ontario",44.625,-75.95,3013,23.6,NA,NA,NA,NA,NA,NA
"861","Melancthon","Melancthon","ON","Ontario",44.15,-80.2667,3008,9.7,NA,NA,NA,NA,NA,NA
"862","Cap Santé","Cap Sante","QC","Quebec",46.6667,-71.7833,2996,54.7,NA,NA,NA,NA,NA,NA
"863","Harbour Grace","Harbour Grace","NL","Newfoundland and Labrador",47.6917,-53.2167,2995,88.8,NA,NA,NA,NA,NA,NA
"864","Houston","Houston","BC","British Columbia",54.3975,-126.6419,2993,41,NA,NA,NA,NA,NA,NA
"865","Adelaide-Metcalfe","Adelaide-Metcalfe","ON","Ontario",42.95,-81.7,2990,9,NA,NA,NA,NA,NA,NA
"866","Crossfield","Crossfield","AB","Alberta",51.4333,-114.0333,2983,249.3,NA,NA,NA,NA,NA,NA
"867","Springdale","Springdale","NL","Newfoundland and Labrador",49.4974,-56.0727,2971,168.8,NA,NA,NA,NA,NA,NA
"868","Fort Macleod","Fort Macleod","AB","Alberta",49.7256,-113.3975,2967,126.8,NA,NA,NA,NA,NA,NA
"869","Athabasca","Athabasca","AB","Alberta",54.7197,-113.2856,2965,168,NA,NA,NA,NA,NA,NA
"870","Enderby","Enderby","BC","British Columbia",50.5508,-119.1397,2964,695.8,NA,NA,NA,NA,NA,NA
"871","Saint-Ferréol-les-Neiges","Saint-Ferreol-les-Neiges","QC","Quebec",47.1167,-70.85,2964,35.6,NA,NA,NA,NA,NA,NA
"872","Laurentian Hills","Laurentian Hills","ON","Ontario",46.1333,-77.55,2961,4.6,NA,NA,NA,NA,NA,NA
"873","Grand Valley","Grand Valley","ON","Ontario",43.95,-80.3667,2956,18.7,NA,NA,NA,NA,NA,NA
"874","Senneterre","Senneterre","QC","Quebec",48.3833,-77.2333,2953,0.2,NA,NA,NA,NA,NA,NA
"875","Sainte-Marie-Madeleine","Sainte-Marie-Madeleine","QC","Quebec",45.6,-73.1,2935,57.7,NA,NA,NA,NA,NA,NA
"876","Admaston/Bromley","Admaston/Bromley","ON","Ontario",45.5292,-76.8969,2935,5.6,NA,NA,NA,NA,NA,NA
"877","Saint-Gabriel-de-Valcartier","Saint-Gabriel-de-Valcartier","QC","Quebec",46.9333,-71.4667,2933,6.7,NA,NA,NA,NA,NA,NA
"878","North Algona Wilberforce","North Algona Wilberforce","ON","Ontario",45.6167,-77.2,2915,7.7,NA,NA,NA,NA,NA,NA
"879","Kingston","Kingston","NB","New Brunswick",45.4663,-66.0217,2913,14.5,80.95,95,79.09,113,81.43,93
"880","Wawa","Wawa","ON","Ontario",47.9931,-84.7736,2905,7,NA,NA,NA,NA,NA,NA
"881","Saint-Christophe-d'Arthabaska","Saint-Christophe-d'Arthabaska","QC","Quebec",46.0333,-71.8833,2892,41.9,NA,NA,NA,NA,NA,NA
"882","Sainte-Mélanie","Sainte-Melanie","QC","Quebec",46.1333,-73.5167,2892,38.1,NA,NA,NA,NA,NA,NA
"883","Ascot Corner","Ascot Corner","QC","Quebec",45.45,-71.7667,2891,35.1,NA,NA,NA,NA,NA,NA
"884","Horton","Horton","ON","Ontario",45.5,-76.6667,2887,18.2,NA,NA,NA,NA,NA,NA
"885","Saint-Michel","Saint-Michel","QC","Quebec",45.2333,-73.5667,2884,48.2,NA,NA,NA,NA,NA,NA
"886","Botwood","Botwood","NL","Newfoundland and Labrador",49.15,-55.3667,2875,191,NA,NA,NA,NA,NA,NA
"887","Saint-Paul-d'Abbotsford","Saint-Paul-d'Abbotsford","QC","Quebec",45.4333,-72.8833,2870,36.1,NA,NA,NA,NA,NA,NA
"888","Saint-Marc-des-Carrières","Saint-Marc-des-Carrieres","QC","Quebec",46.6833,-72.05,2862,172,NA,NA,NA,NA,NA,NA
"889","Stanstead","Stanstead","QC","Quebec",45.0167,-72.1,2857,125.8,NA,NA,NA,NA,NA,NA
"890","Sainte-Anne-de-Beaupré","Sainte-Anne-de-Beaupre","QC","Quebec",47.0167,-70.9333,2854,45.6,NA,NA,NA,NA,NA,NA
"891","Sainte-Luce","Sainte-Luce","QC","Quebec",48.55,-68.38,2851,39,NA,NA,NA,NA,NA,NA
"892","Saint-Gabriel","Saint-Gabriel","QC","Quebec",46.3,-73.3833,2844,1012.3,NA,NA,NA,NA,NA,NA
"893","Rankin Inlet","Rankin Inlet","NU","Nunavut",62.83,-92.1321,2842,140.4,NA,NA,NA,NA,NA,NA
"894","Vanscoy No. 345","Vanscoy No. 345","SK","Saskatchewan",52.0073,-107.0552,2840,3.3,NA,NA,NA,NA,NA,NA
"895","Cedar","Cedar","BC","British Columbia",49.0853,-123.8259,2836,83.8,NA,NA,NA,NA,NA,NA
"896","Princeton","Princeton","BC","British Columbia",49.4589,-120.506,2828,47.4,NA,NA,NA,NA,NA,NA
"897","La Loche","La Loche","SK","Saskatchewan",56.4833,-109.4333,2827,181.3,NA,NA,NA,NA,NA,NA
"898","Kingsclear","Kingsclear","NB","New Brunswick",45.8796,-66.8695,2822,18.6,NA,NA,NA,NA,NA,NA
"899","Ferme-Neuve","Ferme-Neuve","QC","Quebec",46.7,-75.45,2822,3.6,NA,NA,NA,NA,NA,NA
"900","Thurso","Thurso","QC","Quebec",45.5969,-75.2433,2818,449,NA,NA,NA,NA,NA,NA
"901","Adstock","Adstock","QC","Quebec",46.05,-71.08,2806,9.7,NA,NA,NA,NA,NA,NA
"902","Shuniah","Shuniah","ON","Ontario",48.5833,-88.8333,2798,4.9,NA,NA,NA,NA,NA,NA
"903","Enniskillen","Enniskillen","ON","Ontario",42.8167,-82.125,2796,8.3,NA,NA,NA,NA,NA,NA
"904","Yamachiche","Yamachiche","QC","Quebec",46.2667,-72.8333,2787,26.2,NA,NA,NA,NA,NA,NA
"905","Saint-Maurice","Saint-Maurice","QC","Quebec",46.4667,-72.5333,2775,30.3,NA,NA,NA,NA,NA,NA
"906","Bonaventure","Bonaventure","QC","Quebec",48.05,-65.4833,2775,26.6,NA,NA,NA,NA,NA,NA
"907","Val-Morin","Val-Morin","QC","Quebec",46,-74.18,2772,70.3,NA,NA,NA,NA,NA,NA
"908","Pohénégamook","Pohenegamook","QC","Quebec",47.4667,-69.2167,2770,8.1,NA,NA,NA,NA,NA,NA
"909","Wakefield","Wakefield","NB","New Brunswick",46.2406,-67.6248,2767,14.1,NA,NA,NA,NA,NA,NA
"910","Stoke","Stoke","QC","Quebec",45.5333,-71.8,2765,10.8,NA,NA,NA,NA,NA,NA
"911","Sainte-Marguerite-du-Lac-Masson","Sainte-Marguerite-du-Lac-Masson","QC","Quebec",46.056,-74.0723,2763,30,NA,NA,NA,NA,NA,NA
"912","Saint-Prime","Saint-Prime","QC","Quebec",48.58,-72.33,2758,18.7,NA,NA,NA,NA,NA,NA
"913","Kuujjuaq","Kuujjuaq","QC","Quebec",58.1429,-68.3742,2754,9.4,NA,NA,NA,NA,NA,NA
"914","Atikokan","Atikokan","ON","Ontario",48.75,-91.6167,2753,8.6,NA,NA,NA,NA,NA,NA
"915","Grenville-sur-la-Rouge","Grenville-sur-la-Rouge","QC","Quebec",45.65,-74.6333,2746,8.7,NA,NA,NA,NA,NA,NA
"916","North Cypress-Langford","North Cypress-Langford","MB","Manitoba",49.9969,-99.3982,2745,1.6,NA,NA,NA,NA,NA,NA
"917","Sainte-Anne-de-Sorel","Sainte-Anne-de-Sorel","QC","Quebec",46.05,-73.0667,2742,71.4,NA,NA,NA,NA,NA,NA
"918","Macamic","Macamic","QC","Quebec",48.75,-79,2734,13.5,NA,NA,NA,NA,NA,NA
"919","Sundre","Sundre","AB","Alberta",51.7972,-114.6406,2729,245.6,NA,NA,NA,NA,NA,NA
"920","Rougemont","Rougemont","QC","Quebec",45.4333,-73.05,2723,62,NA,NA,NA,NA,NA,NA
"921","Piedmont","Piedmont","QC","Quebec",45.9,-74.13,2721,111.7,NA,NA,NA,NA,NA,NA
"922","Grimshaw","Grimshaw","AB","Alberta",56.1908,-117.6117,2718,383.4,NA,NA,NA,NA,NA,NA
"923","Lac-des-Écorces","Lac-des-Ecorces","QC","Quebec",46.55,-75.35,2713,18.8,NA,NA,NA,NA,NA,NA
"924","Northeastern Manitoulin and the Islands","Northeastern Manitoulin and the Islands","ON","Ontario",45.9667,-81.9333,2706,5.5,NA,NA,NA,NA,NA,NA
"925","Pelican Narrows","Pelican Narrows","SK","Saskatchewan",55.1883,-102.9342,2703,295,NA,NA,NA,NA,NA,NA
"926","McDougall","McDougall","ON","Ontario",45.45,-80.0167,2702,10.1,NA,NA,NA,NA,NA,NA
"927","Black Diamond","Black Diamond","AB","Alberta",50.6881,-114.2333,2700,702.7,NA,NA,NA,NA,NA,NA
"928","Saint-Pamphile","Saint-Pamphile","QC","Quebec",46.9667,-69.7833,2685,19.6,NA,NA,NA,NA,NA,NA
"929","Bedford","Bedford","QC","Quebec",45.1167,-72.9833,2684,639.4,NA,NA,NA,NA,NA,NA
"930","Weedon-Centre","Weedon-Centre","QC","Quebec",45.7,-71.4667,2683,12.4,NA,NA,NA,NA,NA,NA
"931","Lacolle","Lacolle","QC","Quebec",45.0833,-73.3667,2680,54,NA,NA,NA,NA,NA,NA
"932","Saint-Gabriel-de-Brandon","Saint-Gabriel-de-Brandon","QC","Quebec",46.2667,-73.3833,2679,26.8,NA,NA,NA,NA,NA,NA
"933","Errington","Errington","BC","British Columbia",49.2874,-124.3433,2677,97.4,NA,NA,NA,NA,NA,NA
"934","Coalhurst","Coalhurst","AB","Alberta",49.7457,-112.9319,2668,857.5,NA,NA,NA,NA,NA,NA
"935","French River / Rivière des Français","French River / Riviere des Francais","ON","Ontario",46.1667,-80.5,2662,3.6,NA,NA,NA,NA,NA,NA
"936","Arviat","Arviat","NU","Nunavut",61.0996,-94.1688,2657,20.1,NA,NA,NA,NA,NA,NA
"937","Saint-David-de-Falardeau","Saint-David-de-Falardeau","QC","Quebec",48.6167,-71.1167,2657,6.6,NA,NA,NA,NA,NA,NA
"938","Markstay","Markstay","ON","Ontario",46.4912,-80.4717,2656,5.2,NA,NA,NA,NA,NA,NA
"939","Spaniards Bay","Spaniards Bay","NL","Newfoundland and Labrador",47.6181,-53.3369,2653,40.4,NA,NA,NA,NA,NA,NA
"940","Cocagne","Cocagne","NB","New Brunswick",46.3406,-64.62,2649,66.78,NA,NA,NA,NA,NA,NA
"941","Saint-Bruno","Saint-Bruno","QC","Quebec",48.4667,-71.65,2636,33.8,NA,NA,NA,NA,NA,NA
"942","Chetwynd","Chetwynd","BC","British Columbia",55.6972,-121.6333,2635,43.1,NA,NA,NA,NA,NA,NA
"943","Laurier-Station","Laurier-Station","QC","Quebec",46.5333,-71.6333,2634,219.3,NA,NA,NA,NA,NA,NA
"944","Saint-Anicet","Saint-Anicet","QC","Quebec",45.12,-74.35,2626,19.4,NA,NA,NA,NA,NA,NA
"945","Saint-Mathieu-de-Beloeil","Saint-Mathieu-de-Beloeil","QC","Quebec",45.5667,-73.2,2624,65.8,NA,NA,NA,NA,NA,NA
"946","Cap-Chat","Cap-Chat","QC","Quebec",49.1,-66.6833,2623,14.4,NA,NA,NA,NA,NA,NA
"947","Sexsmith","Sexsmith","AB","Alberta",55.3508,-118.7825,2620,197.9,NA,NA,NA,NA,NA,NA
"948","Notre-Dame-de-Lourdes","Notre-Dame-de-Lourdes","QC","Quebec",46.1,-73.4333,2595,72.6,NA,NA,NA,NA,NA,NA
"949","Ville-Marie","Ville-Marie","QC","Quebec",47.3333,-79.4333,2595,424.8,NA,NA,NA,NA,NA,NA
"950","Saint-Isidore","Saint-Isidore","QC","Quebec",45.3,-73.68,2581,49.7,NA,NA,NA,NA,NA,NA
"951","Shippegan","Shippegan","NB","New Brunswick",47.7439,-64.7178,2580,257.6,NA,NA,NA,NA,NA,NA
"952","East Garafraxa","East Garafraxa","ON","Ontario",43.85,-80.25,2579,15.5,NA,NA,NA,NA,NA,NA
"953","Pemberton","Pemberton","BC","British Columbia",50.3203,-122.8053,2574,217.5,NA,NA,NA,NA,NA,NA
"954","Unity","Unity","SK","Saskatchewan",52.4333,-109.1667,2573,244.6,NA,NA,NA,NA,NA,NA
"955","Rimbey","Rimbey","AB","Alberta",52.6333,-114.2167,2567,225.1,NA,NA,NA,NA,NA,NA
"956","High Prairie","High Prairie","AB","Alberta",55.4325,-116.4861,2564,355.3,NA,NA,NA,NA,NA,NA
"957","Turner Valley","Turner Valley","AB","Alberta",50.6739,-114.2786,2559,442.1,NA,NA,NA,NA,NA,NA
"958","Hanna","Hanna","AB","Alberta",51.6383,-111.9419,2559,290.6,NA,NA,NA,NA,NA,NA
"959","Fort Smith","Fort Smith","NT","Northwest Territories",60.026,-112.0821,2542,27.4,NA,NA,NA,NA,NA,NA
"960","Maria","Maria","QC","Quebec",48.1667,-65.9833,2536,26.7,52.41,187,67.93,144,46.7,190
"961","Saint-Chrysostome","Saint-Chrysostome","QC","Quebec",45.1,-73.7667,2522,25.2,NA,NA,NA,NA,NA,NA
"962","Greater Madawaska","Greater Madawaska","ON","Ontario",45.2722,-76.8589,2518,2.4,NA,NA,NA,NA,NA,NA
"963","Berwick","Berwick","NS","Nova Scotia",45.0475,-64.736,2509,381.3,NA,NA,NA,NA,NA,NA
"964","Saint-Damase","Saint-Damase","QC","Quebec",45.5333,-73,2506,31.7,NA,NA,NA,NA,NA,NA
"965","Lincoln","Lincoln","NB","New Brunswick",45.8716,-66.5437,2504,98.2,NA,NA,NA,NA,NA,NA
"966","Disraeli","Disraeli","QC","Quebec",45.9,-71.35,2502,362.1,NA,NA,NA,NA,NA,NA
"967","Sainte-Victoire-de-Sorel","Sainte-Victoire-de-Sorel","QC","Quebec",45.95,-73.0833,2501,33.5,NA,NA,NA,NA,NA,NA
"968","Meadow Lake No. 588","Meadow Lake No. 588","SK","Saskatchewan",54.1213,-108.2837,2501,0.4,NA,NA,NA,NA,NA,NA
"969","Elkford","Elkford","BC","British Columbia",50.0214,-114.9158,2499,24.6,NA,NA,NA,NA,NA,NA
"970","Georgian Bay","Georgian Bay","ON","Ontario",44.9833,-79.8167,2499,4.6,78.83,103,91.02,93,74.26,105
"971","Saint-Alexandre","Saint-Alexandre","QC","Quebec",45.2333,-73.1167,2495,32.8,NA,NA,NA,NA,NA,NA
"972","Hérbertville","Herbertville","QC","Quebec",48.3473,-71.6784,2491,9.5,NA,NA,NA,NA,NA,NA
"973","Moosomin","Moosomin","SK","Saskatchewan",50.142,-101.67,2485,327.5,NA,NA,NA,NA,NA,NA
"974","North Kawartha","North Kawartha","ON","Ontario",44.75,-78.1,2479,3.2,NA,NA,NA,NA,NA,NA
"975","Sainte-Thècle","Sainte-Thecle","QC","Quebec",46.8167,-72.5,2478,11.6,NA,NA,NA,NA,NA,NA
"976","Trenton","Trenton","NS","Nova Scotia",45.6193,-62.6332,2474,407.8,NA,NA,NA,NA,NA,NA
"977","Fermont","Fermont","QC","Quebec",52.7833,-67.0833,2474,5.2,NA,NA,NA,NA,NA,NA
"978","Esterhazy","Esterhazy","SK","Saskatchewan",50.65,-102.0667,2472,520.9,NA,NA,NA,NA,NA,NA
"979","Wickham","Wickham","QC","Quebec",45.75,-72.5,2470,25,NA,NA,NA,NA,NA,NA
"980","La Présentation","La Presentation","QC","Quebec",45.6667,-73.05,2466,26.1,NA,NA,NA,NA,NA,NA
"981","Beaverlodge","Beaverlodge","AB","Alberta",55.2094,-119.4292,2465,430.5,NA,NA,NA,NA,NA,NA
"982","Sainte-Catherine-de-Hatley","Sainte-Catherine-de-Hatley","QC","Quebec",45.25,-72.05,2464,28.5,NA,NA,NA,NA,NA,NA
"983","Saint-Basile","Saint-Basile","QC","Quebec",46.75,-71.8167,2463,25.1,NA,NA,NA,NA,NA,NA
"984","Saint-Raphaël","Saint-Raphael","QC","Quebec",46.8,-70.75,2463,20.3,NA,NA,NA,NA,NA,NA
"985","Holyrood","Holyrood","NL","Newfoundland and Labrador",47.3833,-53.1333,2463,19.6,NA,NA,NA,NA,NA,NA
"986","Gracefield","Gracefield","QC","Quebec",46.0926,-75.9574,2462,6.4,NA,NA,NA,NA,NA,NA
"987","Saint-Martin","Saint-Martin","QC","Quebec",45.9667,-70.65,2462,20.8,NA,NA,NA,NA,NA,NA
"988","Causapscal","Causapscal","QC","Quebec",48.3667,-67.2333,2458,15.2,NA,NA,NA,NA,NA,NA
"989","Brigham","Brigham","QC","Quebec",45.25,-72.85,2457,28.2,NA,NA,NA,NA,NA,NA
"990","Perry","Perry","ON","Ontario",45.5,-79.2833,2454,13.1,NA,NA,NA,NA,NA,NA
"991","Port-Daniel--Gascons","Port-Daniel--Gascons","QC","Quebec",48.1833,-64.9667,2453,8.1,NA,NA,NA,NA,NA,NA
"992","Rosetown","Rosetown","SK","Saskatchewan",51.55,-107.9833,2451,201.9,NA,NA,NA,NA,NA,NA
"993","Minnedosa","Minnedosa","MB","Manitoba",50.2453,-99.8428,2449,161.1,NA,NA,NA,NA,NA,NA
"994","Labelle","Labelle","QC","Quebec",46.2833,-74.7333,2445,12.3,NA,NA,NA,NA,NA,NA
"995","Huntingdon","Huntingdon","QC","Quebec",45.08,-74.17,2444,879.2,NA,NA,NA,NA,NA,NA
"996","Hébertville","Hebertville","QC","Quebec",48.4,-71.6833,2441,9.3,NA,NA,NA,NA,NA,NA
"997","Black River-Matheson","Black River-Matheson","ON","Ontario",48.5333,-80.4667,2438,2.1,NA,NA,NA,NA,NA,NA
"998","Saint-Michel-des-Saints","Saint-Michel-des-Saints","QC","Quebec",46.6833,-73.9167,2436,4.9,NA,NA,NA,NA,NA,NA
"999","Dufferin","Dufferin","MB","Manitoba",49.5319,-98.07,2435,2.7,42.71,229,43.84,249,42.2,215
"1000","Saint-Victor","Saint-Victor","QC","Quebec",46.15,-70.9,2430,20.2,NA,NA,NA,NA,NA,NA
"1001","Sicamous","Sicamous","BC","British Columbia",50.8378,-118.9703,2429,192,NA,NA,NA,NA,NA,NA
"1002","Cap Pele","Cap Pele","NB","New Brunswick",46.2172,-64.2822,2425,103.8,NA,NA,NA,NA,NA,NA
"1003","Kelsey","Kelsey","MB","Manitoba",53.7356,-101.395,2424,2.8,NA,NA,NA,NA,NA,NA
"1004","Killaloe, Hagarty and Richards","Killaloe, Hagarty and Richards","ON","Ontario",45.6,-77.5,2420,6.1,NA,NA,NA,NA,NA,NA
"1005","Alvinston","Alvinston","ON","Ontario",42.8489,-81.9049,2411,7.7,NA,NA,NA,NA,NA,NA
"1006","Dundurn No. 314","Dundurn No. 314","SK","Saskatchewan",51.8261,-106.5416,2404,3,NA,NA,NA,NA,NA,NA
"1007","Saint-Éphrem-de-Beauce","Saint-Ephrem-de-Beauce","QC","Quebec",46.0516,-70.9374,2400,20.2,NA,NA,NA,NA,NA,NA
"1008","Assiniboia","Assiniboia","SK","Saskatchewan",49.6167,-105.9833,2389,630.3,NA,NA,NA,NA,NA,NA
"1009","Témiscaming","Temiscaming","QC","Quebec",46.7167,-79.1,2385,3.3,NA,NA,NA,NA,NA,NA
"1010","Magrath","Magrath","AB","Alberta",49.4239,-112.8683,2374,396.4,NA,NA,NA,NA,NA,NA
"1011","Sainte-Geneviève-de-Berthier","Sainte-Genevieve-de-Berthier","QC","Quebec",46.0833,-73.2167,2365,35.5,NA,NA,NA,NA,NA,NA
"1012","Buctouche","Buctouche","NB","New Brunswick",46.4719,-64.7249,2361,130.5,NA,NA,NA,NA,NA,NA
"1013","Grand Manan","Grand Manan","NB","New Brunswick",44.69,-66.82,2360,15.8,NA,NA,NA,NA,NA,NA
"1014","Sainte-Madeleine","Sainte-Madeleine","QC","Quebec",45.6,-73.1,2356,439.8,NA,NA,NA,NA,NA,NA
"1015","Boissevain","Boissevain","MB","Manitoba",49.1779,-100.0955,2353,2.2,NA,NA,NA,NA,NA,NA
"1016","Scott","Scott","QC","Quebec",46.512,-71.077,2352,75.1,NA,NA,NA,NA,NA,NA
"1017","Sainte-Croix","Sainte-Croix","QC","Quebec",46.62,-71.73,2352,33.8,NA,NA,NA,NA,NA,NA
"1018","Algonquin Highlands","Algonquin Highlands","ON","Ontario",45.4,-78.75,2351,2.3,NA,NA,NA,NA,NA,NA
"1019","Valcourt","Valcourt","QC","Quebec",45.5,-72.3167,2349,467.3,NA,NA,NA,NA,NA,NA
"1020","Saint George","Saint George","NB","New Brunswick",45.2916,-66.8501,2341,4.7,NA,NA,NA,NA,NA,NA
"1021","Paquetville","Paquetville","NB","New Brunswick",47.6334,-65.1803,2329,10.6,NA,NA,NA,NA,NA,NA
"1022","Saint-Dominique","Saint-Dominique","QC","Quebec",45.5667,-72.85,2327,33.7,NA,NA,NA,NA,NA,NA
"1023","Clearwater","Clearwater","BC","British Columbia",51.65,-120.0333,2324,41.7,NA,NA,NA,NA,NA,NA
"1024","Addington Highlands","Addington Highlands","ON","Ontario",45,-77.25,2323,1.7,NA,NA,NA,NA,NA,NA
"1025","Lillooet","Lillooet","BC","British Columbia",50.6864,-121.9364,2321,84.4,NA,NA,NA,NA,NA,NA
"1026","Burin","Burin","NL","Newfoundland and Labrador",47.05,-55.18,2315,67.8,NA,NA,NA,NA,NA,NA
"1027","Grand Bank","Grand Bank","NL","Newfoundland and Labrador",47.1,-55.7833,2310,136.1,NA,NA,NA,NA,NA,NA
"1028","Léry","Lery","QC","Quebec",45.35,-73.8,2307,218.2,NA,NA,NA,NA,NA,NA
"1029","Minto","Minto","NB","New Brunswick",46.1497,-66.1067,2305,72.8,NA,NA,NA,NA,NA,NA
"1030","Rosthern No. 403","Rosthern No. 403","SK","Saskatchewan",52.6206,-106.3967,2300,2.4,NA,NA,NA,NA,NA,NA
"1031","Chase","Chase","BC","British Columbia",50.8189,-119.6844,2286,607,NA,NA,NA,NA,NA,NA
"1032","Mansfield-et-Pontefract","Mansfield-et-Pontefract","QC","Quebec",45.8611,-76.7392,2285,4.8,NA,NA,NA,NA,NA,NA
"1033","Saint-Denis","Saint-Denis","QC","Quebec",45.7833,-73.15,2285,26.9,NA,NA,NA,NA,NA,NA
"1034","Outlook","Outlook","SK","Saskatchewan",51.5,-107.05,2279,291,NA,NA,NA,NA,NA,NA
"1035","Mitchell","Mitchell","MB","Manitoba",49.5363,-96.7634,2279,704.7,NA,NA,NA,NA,NA,NA
"1036","Saint-Gédéon-de-Beauce","Saint-Gedeon-de-Beauce","QC","Quebec",45.85,-70.6333,2277,11.6,NA,NA,NA,NA,NA,NA
"1037","Saint-Léonard-d'Aston","Saint-Leonard-d'Aston","QC","Quebec",46.1,-72.3667,2271,27.5,NA,NA,NA,NA,NA,NA
"1038","Lunenburg","Lunenburg","NS","Nova Scotia",44.3833,-64.3167,2263,560.1,57.44,171,57.6,186,57.24,160
"1039","Northesk","Northesk","NB","New Brunswick",47.2569,-66.2613,2263,0.7,NA,NA,NA,NA,NA,NA
"1040","Albanel","Albanel","QC","Quebec",48.8833,-72.45,2262,11.4,NA,NA,NA,NA,NA,NA
"1041","St. Anthony","St. Anthony","NL","Newfoundland and Labrador",51.3725,-55.5947,2258,61,NA,NA,NA,NA,NA,NA
