"","city","city_ascii","province_id","province_name","lat","lng","population","density","overall_csi_index","overall_csi_rank","violent_csi_index","violent_csi_rank","nonviolent_csi_index","nonviolent_csi_rank"
"1254","Hemmingford","Hemmingford","QC","Quebec",45.0833,-73.5833,1747,11.1,NA,NA,NA,NA,NA,NA
"1255","Shelburne","Shelburne","NS","Nova Scotia",43.7633,-65.3236,1743,197.2,NA,NA,NA,NA,NA,NA
"1256","Saint-Clet","Saint-Clet","QC","Quebec",45.35,-74.22,1738,44.3,NA,NA,NA,NA,NA,NA
"1257","Carberry","Carberry","MB","Manitoba",49.8689,-99.3594,1738,350.7,NA,NA,NA,NA,NA,NA
"1258","Brighton","Brighton","NB","New Brunswick",46.3316,-67.3585,1735,3.4,42.76,228,47.07,241,41.11,223
"1259","Saint-Antoine","Saint-Antoine","NB","New Brunswick",46.3629,-64.753,1733,274.3,NA,NA,NA,NA,NA,NA
"1260","Warfield","Warfield","BC","British Columbia",49.0953,-117.7344,1729,910,NA,NA,NA,NA,NA,NA
"1261","Northampton","Northampton","NB","New Brunswick",46.1313,-67.4713,1724,7.1,NA,NA,NA,NA,NA,NA
"1262","Saint-Ours","Saint-Ours","QC","Quebec",45.8833,-73.15,1721,29,NA,NA,NA,NA,NA,NA
"1263","Stephenville Crossing","Stephenville Crossing","NL","Newfoundland and Labrador",48.5167,-58.4167,1719,55.1,NA,NA,NA,NA,NA,NA
"1264","Sainte-Anne-de-la-Pocatière","Sainte-Anne-de-la-Pocatiere","QC","Quebec",47.35,-70,1717,31.1,NA,NA,NA,NA,NA,NA
"1265","Ucluelet","Ucluelet","BC","British Columbia",48.9358,-125.5433,1717,264.5,NA,NA,NA,NA,NA,NA
"1266","Saint-Placide","Saint-Placide","QC","Quebec",45.5333,-74.2,1715,39.8,NA,NA,NA,NA,NA,NA
"1267","Barrière","Barriere","BC","British Columbia",51.1803,-120.1261,1713,164.7,NA,NA,NA,NA,NA,NA
"1268","Fisher","Fisher","MB","Manitoba",51.0825,-97.6611,1708,1.2,NA,NA,NA,NA,NA,NA
"1269","Nipissing","Nipissing","ON","Ontario",46.05,-79.55,1707,4.3,NA,NA,NA,NA,NA,NA
"1270","Sainte-Clotilde","Sainte-Clotilde","QC","Quebec",45.15,-73.6833,1704,21.6,NA,NA,NA,NA,NA,NA
"1271","Shaunavon","Shaunavon","SK","Saskatchewan",49.651,-108.412,1699,344.2,NA,NA,NA,NA,NA,NA
"1272","Wicklow","Wicklow","NB","New Brunswick",46.5017,-67.7067,1697,8.7,NA,NA,NA,NA,NA,NA
"1273","Southesk","Southesk","NB","New Brunswick",46.9901,-66.4336,1694,0.7,NA,NA,NA,NA,NA,NA
"1274","Nouvelle","Nouvelle","QC","Quebec",48.1333,-66.3167,1689,7.3,NA,NA,NA,NA,NA,NA
"1275","Rosthern","Rosthern","SK","Saskatchewan",52.65,-106.3333,1688,392,NA,NA,NA,NA,NA,NA
"1276","Yamaska","Yamaska","QC","Quebec",46.0236,-72.9391,1687,23.2,NA,NA,NA,NA,NA,NA
"1277","Neguac","Neguac","NB","New Brunswick",47.2333,-65.05,1684,62.9,NA,NA,NA,NA,NA,NA
"1278","Flat Rock","Flat Rock","NL","Newfoundland and Labrador",47.7086,-52.7144,1683,92.9,NA,NA,NA,NA,NA,NA
"1279","Igloolik","Igloolik","NU","Nunavut",69.3817,-81.6811,1682,16.3,NA,NA,NA,NA,NA,NA
"1280","Grunthal","Grunthal","MB","Manitoba",49.4065,-96.8603,1680,593.7,NA,NA,NA,NA,NA,NA
"1281","Naramata","Naramata","BC","British Columbia",49.5886,-119.5838,1676,207.8,NA,NA,NA,NA,NA,NA
"1282","Saint-Élie-de-Caxton","Saint-Elie-de-Caxton","QC","Quebec",46.4833,-72.9667,1676,14.2,NA,NA,NA,NA,NA,NA
"1283","Blumenort","Blumenort","MB","Manitoba",49.6033,-96.7006,1675,526.3,NA,NA,NA,NA,NA,NA
"1284","Balmoral","Balmoral","NB","New Brunswick",47.9667,-66.45,1674,38.6,NA,NA,NA,NA,NA,NA
"1285","Price","Price","QC","Quebec",48.6017,-68.1227,1673,646,NA,NA,NA,NA,NA,NA
"1286","Rosedale","Rosedale","MB","Manitoba",50.4397,-99.5389,1672,1.9,NA,NA,NA,NA,NA,NA
"1287","Saint-Jacques-le-Mineur","Saint-Jacques-le-Mineur","QC","Quebec",45.2833,-73.4167,1672,24.9,NA,NA,NA,NA,NA,NA
"1288","Huron Shores","Huron Shores","ON","Ontario",46.2833,-83.2,1664,3.8,NA,NA,NA,NA,NA,NA
"1289","Champlain","Champlain","QC","Quebec",46.45,-72.35,1664,28.4,NA,NA,NA,NA,NA,NA
"1290","Whitehead","Whitehead","MB","Manitoba",49.7981,-100.2575,1661,2.9,NA,NA,NA,NA,NA,NA
"1291","Saint-Antoine-sur-Richelieu","Saint-Antoine-sur-Richelieu","QC","Quebec",45.7833,-73.1833,1659,25.2,NA,NA,NA,NA,NA,NA
"1292","Saint-Pacôme","Saint-Pacome","QC","Quebec",47.4,-69.95,1658,57.5,NA,NA,NA,NA,NA,NA
"1293","Saint-Stanislas-de-Kostka","Saint-Stanislas-de-Kostka","QC","Quebec",45.18,-74.13,1654,28.7,NA,NA,NA,NA,NA,NA
"1294","Frontenac","Frontenac","QC","Quebec",45.58,-70.83,1650,7.4,NA,NA,NA,NA,NA,NA
"1295","Stuartburn","Stuartburn","MB","Manitoba",49.1331,-96.5158,1648,1.4,NA,NA,NA,NA,NA,NA
"1296","Yamaska-Est","Yamaska-Est","QC","Quebec",46,-72.92,1644,22.5,NA,NA,NA,NA,NA,NA
"1297","Sainte-Émélie-de-l'Énergie","Sainte-Emelie-de-l'Energie","QC","Quebec",46.3167,-73.65,1644,10.7,NA,NA,NA,NA,NA,NA
"1298","Saint-Charles-sur-Richelieu","Saint-Charles-sur-Richelieu","QC","Quebec",45.6833,-73.1833,1643,25.2,NA,NA,NA,NA,NA,NA
"1299","Saint-Joseph-de-Sorel","Saint-Joseph-de-Sorel","QC","Quebec",46.0446,-73.1308,1642,1192.7,NA,NA,NA,NA,NA,NA
"1300","Nipigon","Nipigon","ON","Ontario",49.0153,-88.2683,1642,15,NA,NA,NA,NA,NA,NA
"1301","Rivière-Blanche","Riviere-Blanche","QC","Quebec",48.7833,-67.7,1642,13.6,NA,NA,NA,NA,NA,NA
"1302","Sainte-Hélène-de-Bagot","Sainte-Helene-de-Bagot","QC","Quebec",45.7333,-72.7333,1637,22.3,NA,NA,NA,NA,NA,NA
"1303","Franklin Centre","Franklin Centre","QC","Quebec",45.0467,-73.9005,1636,14.5,NA,NA,NA,NA,NA,NA
"1304","Harbour Breton","Harbour Breton","NL","Newfoundland and Labrador",47.4833,-55.8333,1634,118.9,NA,NA,NA,NA,NA,NA
"1305","Massey Drive","Massey Drive","NL","Newfoundland and Labrador",48.9372,-57.9,1632,658.7,NA,NA,NA,NA,NA,NA
"1306","Mille-Isles","Mille-Isles","QC","Quebec",45.82,-74.22,1629,26.8,NA,NA,NA,NA,NA,NA
"1307","Wilton No. 472","Wilton No. 472","SK","Saskatchewan",53.124,-109.7885,1629,1.6,NA,NA,NA,NA,NA,NA
"1308","Lyster","Lyster","QC","Quebec",46.3667,-71.6167,1628,9.7,NA,NA,NA,NA,NA,NA
"1309","Oakview","Oakview","MB","Manitoba",50.1964,-100.2167,1626,1.4,NA,NA,NA,NA,NA,NA
"1310","Balgonie","Balgonie","SK","Saskatchewan",50.488,-104.269,1625,515.8,NA,NA,NA,NA,NA,NA
"1311","Harrison Park","Harrison Park","MB","Manitoba",50.5563,-100.1674,1622,1.7,NA,NA,NA,NA,NA,NA
"1312","Kensington","Kensington","PE","Prince Edward Island",46.4333,-63.65,1619,537.9,NA,NA,NA,NA,NA,NA
"1313","Witless Bay","Witless Bay","NL","Newfoundland and Labrador",47.28,-52.83,1619,92.6,NA,NA,NA,NA,NA,NA
"1314","Pond Inlet","Pond Inlet","NU","Nunavut",72.6808,-77.7503,1617,9.3,NA,NA,NA,NA,NA,NA
"1315","Royston","Royston","BC","British Columbia",49.6405,-124.9406,1616,361.3,NA,NA,NA,NA,NA,NA
"1316","Sainte-Clotilde-de-Horton","Sainte-Clotilde-de-Horton","QC","Quebec",45.9833,-72.2333,1616,14.2,NA,NA,NA,NA,NA,NA
"1317","Burford","Burford","ON","Ontario",43.1036,-80.424,1615,208.2,NA,NA,NA,NA,NA,NA
"1318","Fossambault-sur-le-Lac","Fossambault-sur-le-Lac","QC","Quebec",46.8667,-71.6167,1613,141.7,NA,NA,NA,NA,NA,NA
"1319","Saint-Benoît-Labre","Saint-Benoit-Labre","QC","Quebec",46.0667,-70.8,1612,19,NA,NA,NA,NA,NA,NA
"1320","Coombs","Coombs","BC","British Columbia",49.3008,-124.4049,1612,102.8,NA,NA,NA,NA,NA,NA
"1321","Terrace Bay","Terrace Bay","ON","Ontario",48.8,-87.1,1611,10.5,NA,NA,NA,NA,NA,NA
"1322","Chapais","Chapais","QC","Quebec",49.7819,-74.8544,1610,25.3,NA,NA,NA,NA,NA,NA
"1323","Saint-Honoré-de-Shenley","Saint-Honore-de-Shenley","QC","Quebec",45.9667,-70.8333,1610,12.1,NA,NA,NA,NA,NA,NA
"1324","Cleveland","Cleveland","QC","Quebec",45.67,-72.08,1609,12.9,NA,NA,NA,NA,NA,NA
"1325","Macdonald, Meredith and Aberdeen Additional","Macdonald, Meredith and Aberdeen Additional","ON","Ontario",46.4833,-84.0667,1609,9.8,NA,NA,NA,NA,NA,NA
"1326","Messines","Messines","QC","Quebec",46.2333,-76.0167,1608,14.1,NA,NA,NA,NA,NA,NA
"1327","Saint-Jean-de-Dieu","Saint-Jean-de-Dieu","QC","Quebec",48,-69.05,1606,10.6,NA,NA,NA,NA,NA,NA
"1328","Nakusp","Nakusp","BC","British Columbia",50.2434,-117.8002,1605,195.2,NA,NA,NA,NA,NA,NA
"1329","Florenceville","Florenceville","NB","New Brunswick",46.4435,-67.6152,1604,102.7,NA,NA,NA,NA,NA,NA
"1330","Saint-Antoine-de-Tilly","Saint-Antoine-de-Tilly","QC","Quebec",46.6667,-71.5833,1604,26.6,NA,NA,NA,NA,NA,NA
"1331","Lakeview","Lakeview","BC","British Columbia",49.9026,-119.5699,1600,63.5,NA,NA,NA,NA,NA,NA
"1332","Humbermouth","Humbermouth","NL","Newfoundland and Labrador",49.0156,-58.1678,1599,24.6,NA,NA,NA,NA,NA,NA
"1333","Fort St. James","Fort St. James","BC","British Columbia",54.4431,-124.2542,1598,72,NA,NA,NA,NA,NA,NA
"1334","Saint-François-de-la-Rivière-du-Sud","Saint-Francois-de-la-Riviere-du-Sud","QC","Quebec",46.8833,-70.7167,1596,17,NA,NA,NA,NA,NA,NA
"1335","Saint-Jacques","Saint-Jacques","NB","New Brunswick",47.5634,-68.3693,1596,5.3,NA,NA,NA,NA,NA,NA
"1336","Uashat","Uashat","QC","Quebec",50.233,-66.3947,1592,681.8,NA,NA,NA,NA,NA,NA
"1337","Perth","Perth","NB","New Brunswick",46.7393,-67.6984,1590,177.3,NA,NA,NA,NA,NA,NA
"1338","Eeyou Istchee Baie-James","Eeyou Istchee Baie-James","QC","Quebec",52.3382,-75.1977,1589,0,NA,NA,NA,NA,NA,NA
"1339","Shellbrook No. 493","Shellbrook No. 493","SK","Saskatchewan",53.3545,-106.2553,1587,1.3,NA,NA,NA,NA,NA,NA
"1340","Shawville","Shawville","QC","Quebec",45.6,-76.4833,1587,294.5,NA,NA,NA,NA,NA,NA
"1341","Saint-Lucien","Saint-Lucien","QC","Quebec",45.8667,-72.2667,1584,14.2,NA,NA,NA,NA,NA,NA
"1342","Lambton","Lambton","QC","Quebec",45.83,-71.08,1584,14.6,NA,NA,NA,NA,NA,NA
"1343","Saint-Laurent-de-l'Île-d'Orléans","Saint-Laurent-de-l'Ile-d'Orleans","QC","Quebec",46.8667,-71.0167,1580,44.2,NA,NA,NA,NA,NA,NA
"1344","Saint-Flavien","Saint-Flavien","QC","Quebec",46.5167,-71.6,1578,23.4,NA,NA,NA,NA,NA,NA
"1345","Grenville","Grenville","QC","Quebec",45.6333,-74.6,1577,560.4,NA,NA,NA,NA,NA,NA
"1346","Chute-aux-Outardes","Chute-aux-Outardes","QC","Quebec",49.1167,-68.4,1577,216,NA,NA,NA,NA,NA,NA
"1347","Sainte-Marcelline-de-Kildare","Sainte-Marcelline-de-Kildare","QC","Quebec",46.1167,-73.6,1567,45.2,NA,NA,NA,NA,NA,NA
"1348","Saint-Félix-de-Kingsey","Saint-Felix-de-Kingsey","QC","Quebec",45.8,-72.1833,1563,12.3,NA,NA,NA,NA,NA,NA
"1349","Upper Island Cove","Upper Island Cove","NL","Newfoundland and Labrador",47.6472,-53.2233,1561,199,NA,NA,NA,NA,NA,NA
"1350","Glenelg","Glenelg","NB","New Brunswick",46.9455,-65.2893,1560,3.1,NA,NA,NA,NA,NA,NA
"1351","Sainte-Élisabeth","Sainte-Elisabeth","QC","Quebec",46.0833,-73.35,1559,18.8,NA,NA,NA,NA,NA,NA
"1352","Ashcroft","Ashcroft","BC","British Columbia",50.7256,-121.2806,1558,32.3,NA,NA,NA,NA,NA,NA
"1353","Clarkes Beach","Clarkes Beach","NL","Newfoundland and Labrador",47.5447,-53.2824,1558,122.6,NA,NA,NA,NA,NA,NA
"1354","Saint-Bernard-de-Lacolle","Saint-Bernard-de-Lacolle","QC","Quebec",45.0833,-73.4167,1549,13,NA,NA,NA,NA,NA,NA
"1355","Belledune","Belledune","NB","New Brunswick",47.9,-65.8167,1548,8.2,NA,NA,NA,NA,NA,NA
"1356","Saint-Guillaume","Saint-Guillaume","QC","Quebec",45.8833,-72.7667,1547,17.6,NA,NA,NA,NA,NA,NA
"1357","Venise-en-Québec","Venise-en-Quebec","QC","Quebec",45.0833,-73.1333,1547,116.9,NA,NA,NA,NA,NA,NA
"1358","Maliotenam","Maliotenam","QC","Quebec",50.2114,-66.1911,1542,288.7,NA,NA,NA,NA,NA,NA
"1359","Ripon","Ripon","QC","Quebec",45.7833,-75.1,1542,11.7,NA,NA,NA,NA,NA,NA
"1360","Hilliers","Hilliers","BC","British Columbia",49.3022,-124.4727,1540,53,NA,NA,NA,NA,NA,NA
"1361","Saint-Joseph","Saint-Joseph","NB","New Brunswick",47.558,-68.3082,1538,4.8,NA,NA,NA,NA,NA,NA
"1362","Saint-Paulin","Saint-Paulin","QC","Quebec",46.4167,-73.0333,1534,16,NA,NA,NA,NA,NA,NA
"1363","Bon Accord","Bon Accord","AB","Alberta",53.8328,-113.4189,1529,718.7,NA,NA,NA,NA,NA,NA
"1364","Saint David","Saint David","NB","New Brunswick",45.2918,-67.1983,1529,8,NA,NA,NA,NA,NA,NA
"1365","Saint-Albert","Saint-Albert","QC","Quebec",46,-72.0833,1526,21.8,NA,NA,NA,NA,NA,NA
"1366","Matagami","Matagami","QC","Quebec",49.75,-77.6333,1526,22.8,NA,NA,NA,NA,NA,NA
"1367","Springfield","Springfield","NB","New Brunswick",45.7005,-65.8079,1525,6.1,NA,NA,NA,NA,NA,NA
"1368","Amherst","Amherst","QC","Quebec",46.05,-74.7667,1524,6.6,NA,NA,NA,NA,NA,NA
"1369","Notre-Dame-du-Laus","Notre-Dame-du-Laus","QC","Quebec",46.0833,-75.6167,1518,1.8,NA,NA,NA,NA,NA,NA
"1370","St. George","St. George","NB","New Brunswick",45.1333,-66.8167,1517,93.8,NA,NA,NA,NA,NA,NA
"1371","Wembley","Wembley","AB","Alberta",55.1572,-119.1392,1516,318.9,NA,NA,NA,NA,NA,NA
"1372","Victoria","Victoria","MB","Manitoba",49.6644,-98.9153,1514,2.2,168.14,17,155.12,25,172.43,16
"1373","Springbrook","Springbrook","AB","Alberta",52.1796,-113.885,1507,286.3,NA,NA,NA,NA,NA,NA
"1374","Saint-Tite-des-Caps","Saint-Tite-des-Caps","QC","Quebec",47.1333,-70.7667,1506,11.7,NA,NA,NA,NA,NA,NA
"1375","Hudson Bay","Hudson Bay","SK","Saskatchewan",52.851,-102.392,1504,86.7,NA,NA,NA,NA,NA,NA
"1376","Pinawa","Pinawa","MB","Manitoba",50.1707,-95.9547,1504,11.7,NA,NA,NA,NA,NA,NA
"1377","Brudenell, Lyndoch and Raglan","Brudenell, Lyndoch and Raglan","ON","Ontario",45.3167,-77.4,1503,2.1,NA,NA,NA,NA,NA,NA
"1378","Carlyle","Carlyle","SK","Saskatchewan",49.6333,-102.2667,1503,451.1,NA,NA,NA,NA,NA,NA
"1379","Keremeos","Keremeos","BC","British Columbia",49.2025,-119.8294,1502,717.5,NA,NA,NA,NA,NA,NA
"1380","Val-Joli","Val-Joli","QC","Quebec",45.6,-71.97,1501,16.5,NA,NA,NA,NA,NA,NA
"1381","Gold River","Gold River","BC","British Columbia",49.7769,-126.0514,1500,15,NA,NA,NA,NA,NA,NA
"1382","Saint-Casimir","Saint-Casimir","QC","Quebec",46.65,-72.1333,1500,22.5,NA,NA,NA,NA,NA,NA
"1383","Bay Bulls","Bay Bulls","NL","Newfoundland and Labrador",47.3158,-52.8103,1500,48.8,NA,NA,NA,NA,NA,NA
"1384","Langham","Langham","SK","Saskatchewan",52.3667,-106.9667,1496,374.9,NA,NA,NA,NA,NA,NA
"1385","Frenchman Butte","Frenchman Butte","SK","Saskatchewan",53.6052,-109.4298,1494,0.8,NA,NA,NA,NA,NA,NA
"1386","Gordon","Gordon","NB","New Brunswick",46.8363,-67.1913,1493,1,NA,NA,NA,NA,NA,NA
"1387","Kugluktuk","Kugluktuk","NU","Nunavut",67.8055,-115.3223,1491,2.7,NA,NA,NA,NA,NA,NA
"1388","Saint-Malachie","Saint-Malachie","QC","Quebec",46.5333,-70.7667,1489,14.8,NA,NA,NA,NA,NA,NA
"1389","Southampton","Southampton","NB","New Brunswick",46.0789,-67.3124,1484,3.3,NA,NA,NA,NA,NA,NA
"1390","Salluit","Salluit","QC","Quebec",62.2013,-75.6337,1483,101.1,NA,NA,NA,NA,NA,NA
"1391","Pangnirtung","Pangnirtung","NU","Nunavut",66.1436,-65.6829,1481,190.6,NA,NA,NA,NA,NA,NA
"1392","Saint-Louis-de-Gonzague","Saint-Louis-de-Gonzague","QC","Quebec",45.2,-73.98,1481,18.6,NA,NA,NA,NA,NA,NA
"1393","Moosonee","Moosonee","ON","Ontario",51.2722,-80.6431,1481,2.7,NA,NA,NA,NA,NA,NA
"1394","Englehart","Englehart","ON","Ontario",47.8167,-79.8667,1479,489.7,NA,NA,NA,NA,NA,NA
"1395","Saint-Urbain","Saint-Urbain","QC","Quebec",47.55,-70.5333,1474,4.4,NA,NA,NA,NA,NA,NA
"1396","Tring-Jonction","Tring-Jonction","QC","Quebec",46.2667,-70.9833,1473,57.5,NA,NA,NA,NA,NA,NA
"1397","Nauwigewauk","Nauwigewauk","NB","New Brunswick",45.4812,-65.8738,1472,48.2,NA,NA,NA,NA,NA,NA
"1398","Pointe-à-la-Croix","Pointe-a-la-Croix","QC","Quebec",48.0167,-66.6833,1472,3.7,NA,NA,NA,NA,NA,NA
"1399","Denmark","Denmark","NB","New Brunswick",47.1155,-67.4771,1471,2,NA,NA,NA,NA,NA,NA
"1400","Saint-Joachim","Saint-Joachim","QC","Quebec",47.05,-70.85,1471,34.5,NA,NA,NA,NA,NA,NA
"1401","Torch River No. 488","Torch River No. 488","SK","Saskatchewan",53.5445,-104.4619,1471,0.3,NA,NA,NA,NA,NA,NA
"1402","Saint-Théodore-d'Acton","Saint-Theodore-d'Acton","QC","Quebec",45.6833,-72.5833,1471,17.7,NA,NA,NA,NA,NA,NA
"1403","Grindrod","Grindrod","BC","British Columbia",50.63,-119.1314,1470,34,NA,NA,NA,NA,NA,NA
"1404","L’ Îsle-Verte","L' Isle-Verte","QC","Quebec",48.0167,-69.3333,1469,12.5,NA,NA,NA,NA,NA,NA
"1405","Harrison Hot Springs","Harrison Hot Springs","BC","British Columbia",49.3,-121.7819,1468,263.4,NA,NA,NA,NA,NA,NA
"1406","Palmarolle","Palmarolle","QC","Quebec",48.6667,-79.2,1465,12.5,NA,NA,NA,NA,NA,NA
"1407","Henryville","Henryville","QC","Quebec",45.1333,-73.1833,1464,22.6,NA,NA,NA,NA,NA,NA
"1408","Sussex Corner","Sussex Corner","NB","New Brunswick",45.7122,-65.4719,1461,156.4,NA,NA,NA,NA,NA,NA
"1409","Saint-Odilon-de-Cranbourne","Saint-Odilon-de-Cranbourne","QC","Quebec",46.3667,-70.6833,1459,11.2,NA,NA,NA,NA,NA,NA
"1410","Pipestone","Pipestone","MB","Manitoba",49.6653,-101.1444,1458,1.3,NA,NA,NA,NA,NA,NA
"1411","Laurierville","Laurierville","QC","Quebec",46.3,-71.65,1454,13.6,NA,NA,NA,NA,NA,NA
"1412","La Doré","La Dore","QC","Quebec",48.72,-72.65,1453,5,NA,NA,NA,NA,NA,NA
"1413","Lac-au-Saumon","Lac-au-Saumon","QC","Quebec",48.4167,-67.35,1453,17.7,NA,NA,NA,NA,NA,NA
"1414","Wotton","Wotton","QC","Quebec",45.7333,-71.8,1453,10.1,NA,NA,NA,NA,NA,NA
"1415","Prairie Lakes","Prairie Lakes","MB","Manitoba",49.4034,-99.6298,1453,1.4,NA,NA,NA,NA,NA,NA
"1416","Elk Point","Elk Point","AB","Alberta",53.8967,-110.8972,1452,295.5,NA,NA,NA,NA,NA,NA
"1417","Shellbrook","Shellbrook","SK","Saskatchewan",53.2167,-106.4,1444,390.3,NA,NA,NA,NA,NA,NA
"1418","Wemindji","Wemindji","QC","Quebec",53.044,-78.7384,1444,3.7,NA,NA,NA,NA,NA,NA
"1419","Cape Dorset","Cape Dorset","NU","Nunavut",64.2237,-76.5405,1441,147.9,NA,NA,NA,NA,NA,NA
"1420","Strong","Strong","ON","Ontario",45.75,-79.4,1439,9,NA,NA,NA,NA,NA,NA
"1421","Lappe","Lappe","ON","Ontario",48.5693,-89.3573,1436,9.8,NA,NA,NA,NA,NA,NA
"1422","Rivière-Héva","Riviere-Heva","QC","Quebec",48.2333,-78.2167,1433,3.4,NA,NA,NA,NA,NA,NA
"1423","Fort-Coulonge","Fort-Coulonge","QC","Quebec",45.85,-76.7333,1433,462.4,NA,NA,NA,NA,NA,NA
"1424","Irishtown-Summerside","Irishtown-Summerside","NL","Newfoundland and Labrador",48.9833,-57.95,1418,119.2,NA,NA,NA,NA,NA,NA
"1425","Godmanchester","Godmanchester","QC","Quebec",45.08,-74.25,1417,10.2,NA,NA,NA,NA,NA,NA
"1426","Macklin","Macklin","SK","Saskatchewan",52.33,-109.94,1415,450.7,NA,NA,NA,NA,NA,NA
"1427","Armour","Armour","ON","Ontario",45.6289,-79.3436,1414,8.6,NA,NA,NA,NA,NA,NA
"1428","Saint-Simon","Saint-Simon","QC","Quebec",45.719,-72.8463,1413,20.5,NA,NA,NA,NA,NA,NA
"1429","St. François Xavier","St. Francois Xavier","MB","Manitoba",49.9903,-97.6722,1411,6.9,NA,NA,NA,NA,NA,NA
"1430","Tingwick","Tingwick","QC","Quebec",45.8873,-71.9244,1410,8.3,NA,NA,NA,NA,NA,NA
"1431","Saint-Aubert","Saint-Aubert","QC","Quebec",47.1833,-70.2167,1409,14,NA,NA,NA,NA,NA,NA
"1432","Saint-Mathieu-du-Parc","Saint-Mathieu-du-Parc","QC","Quebec",46.5667,-72.9167,1407,6.3,NA,NA,NA,NA,NA,NA
"1433","Wabasca","Wabasca","AB","Alberta",55.9855,-113.8566,1406,65.8,NA,NA,NA,NA,NA,NA
"1434","Ragueneau","Ragueneau","QC","Quebec",49.0667,-68.5333,1405,7.6,NA,NA,NA,NA,NA,NA
"1435","Notre-Dame-du-Bon-Conseil","Notre-Dame-du-Bon-Conseil","QC","Quebec",46,-72.35,1404,331.4,NA,NA,NA,NA,NA,NA
"1436","Wasagamack","Wasagamack","MB","Manitoba",53.9056,-94.9412,1403,17.3,NA,NA,NA,NA,NA,NA
"1437","Saint-Ubalde","Saint-Ubalde","QC","Quebec",46.75,-72.2667,1403,10,NA,NA,NA,NA,NA,NA
"1438","Creighton","Creighton","SK","Saskatchewan",54.7561,-101.8973,1402,97.4,NA,NA,NA,NA,NA,NA
"1439","Fortune","Fortune","NL","Newfoundland and Labrador",47.0733,-55.8217,1401,25.5,NA,NA,NA,NA,NA,NA
"1440","Faraday","Faraday","ON","Ontario",45,-77.9167,1401,6.4,NA,NA,NA,NA,NA,NA
"1441","Berthier-sur-Mer","Berthier-sur-Mer","QC","Quebec",46.9167,-70.7333,1398,52.2,NA,NA,NA,NA,NA,NA
"1442","Frampton","Frampton","QC","Quebec",46.4667,-70.8,1393,9.2,NA,NA,NA,NA,NA,NA
"1443","Magnetawan","Magnetawan","ON","Ontario",45.6667,-79.6333,1390,2.6,NA,NA,NA,NA,NA,NA
"1444","New Carlisle","New Carlisle","QC","Quebec",48.0167,-65.3333,1388,20.5,NA,NA,NA,NA,NA,NA
"1445","Laird No. 404","Laird No. 404","SK","Saskatchewan",52.5696,-106.7312,1387,1.9,NA,NA,NA,NA,NA,NA
"1446","Petitcodiac","Petitcodiac","NB","New Brunswick",45.9333,-65.1667,1383,80.4,NA,NA,NA,NA,NA,NA
"1447","Popkum","Popkum","BC","British Columbia",49.1911,-121.7553,1382,216.7,NA,NA,NA,NA,NA,NA
"1448","Norton","Norton","NB","New Brunswick",45.6387,-65.6955,1382,18.3,NA,NA,NA,NA,NA,NA
"1449","Canwood No. 494","Canwood No. 494","SK","Saskatchewan",53.4574,-106.7768,1381,0.7,NA,NA,NA,NA,NA,NA
"1450","Wentworth-Nord","Wentworth-Nord","QC","Quebec",45.85,-74.45,1381,8.8,NA,NA,NA,NA,NA,NA
"1451","Bas Caraquet","Bas Caraquet","NB","New Brunswick",47.8,-64.8333,1380,44.5,NA,NA,NA,NA,NA,NA
"1452","Sainte-Ursule","Sainte-Ursule","QC","Quebec",46.2833,-73.0333,1375,20.2,NA,NA,NA,NA,NA,NA
"1453","Dawson","Dawson","YT","Yukon",64.0464,-139.3893,1375,42.4,NA,NA,NA,NA,NA,NA
"1454","Nantes","Nantes","QC","Quebec",45.6333,-71.0333,1374,11.4,NA,NA,NA,NA,NA,NA
"1455","Lac-aux-Sables","Lac-aux-Sables","QC","Quebec",46.8667,-72.4,1373,5.1,NA,NA,NA,NA,NA,NA
"1456","Stewiacke","Stewiacke","NS","Nova Scotia",45.1422,-63.3483,1373,77.9,NA,NA,NA,NA,NA,NA
"1457","Taylor","Taylor","BC","British Columbia",56.159,-120.6878,1373,80.3,NA,NA,NA,NA,NA,NA
"1458","Rosser","Rosser","MB","Manitoba",49.99,-97.4592,1372,3.1,NA,NA,NA,NA,NA,NA
"1459","Estevan No. 5","Estevan No. 5","SK","Saskatchewan",49.1308,-103.0126,1370,1.8,NA,NA,NA,NA,NA,NA
"1460","Falmouth","Falmouth","NS","Nova Scotia",44.9967,-64.1634,1368,262.3,NA,NA,NA,NA,NA,NA
"1461","Vaudreuil-sur-le-Lac","Vaudreuil-sur-le-Lac","QC","Quebec",45.4,-74.0333,1359,989.2,26.92,308,36.6,273,23.38,311
"1462","Grahamdale","Grahamdale","MB","Manitoba",51.42,-98.3733,1359,0.6,NA,NA,NA,NA,NA,NA
"1463","Cardwell","Cardwell","NB","New Brunswick",45.7848,-65.3037,1353,4.3,NA,NA,NA,NA,NA,NA
"1464","Two Hills","Two Hills","AB","Alberta",53.715,-111.7461,1352,400,NA,NA,NA,NA,NA,NA
"1465","Spiritwood No. 496","Spiritwood No. 496","SK","Saskatchewan",53.4435,-107.4495,1347,0.6,NA,NA,NA,NA,NA,NA
"1466","Legal","Legal","AB","Alberta",53.9492,-113.595,1345,423.4,NA,NA,NA,NA,NA,NA
"1467","Amulet","Amulet","QC","Quebec",48.2938,-79.0274,1340,724.3,NA,NA,NA,NA,NA,NA
